%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1526876684248776825,967,1526876684240120604,world,-0.000179546666914,8.29647033243e-05,0.000362609425792,0.0,0.0,0.0
1526876684268233845,968,1526876684259935796,world,0.000613832729869,0.000321841886034,-0.000398772594053,0.0,0.0,0.0
1526876684288586787,969,1526876684279942065,world,-0.000108188949525,-0.000205552802072,-2.88100854959e-05,0.0,0.0,0.0
1526876684308963165,970,1526876684299864555,world,0.000291365198791,0.000239443179453,-0.000334126409143,0.0,0.0,0.0
1526876684328318103,971,1526876684319576800,world,-0.000574417703319,-0.000119717064081,0.000485811033286,0.0,0.0,0.0
1526876684348836066,972,1526876684340402632,world,-0.000128022264107,-8.25280876597e-05,0.000230185120017,0.0,0.0,0.0
1526876684368149860,973,1526876684360281282,world,-0.000756208202802,0.000359191210009,-0.00235072732903,0.0,0.0,0.0
1526876684388611486,974,1526876684379954342,world,0.000370872032363,-0.000257741048699,0.00131555984262,0.0,0.0,0.0
1526876684409002102,975,1526876684399949807,world,0.000499891641084,0.000409615342505,0.000413050991483,0.0,0.0,0.0
1526876684428312710,976,1526876684419789759,world,-0.000128266081447,-0.000291090458632,0.000208256882615,0.0,0.0,0.0
1526876684448788812,977,1526876684439604921,world,0.000193641186343,2.62131361524e-05,0.000191556639038,0.0,0.0,0.0
1526876684468063555,978,1526876684460404694,world,0.000103465266875,-2.70022283075e-05,-0.000266982387984,0.0,0.0,0.0
1526876684488544566,979,1526876684480273114,world,3.82486687158e-05,-0.000133672379889,0.000338356476277,0.0,0.0,0.0
1526876684507881131,980,1526876684500003381,world,0.000229538010899,8.55739053804e-05,-0.000323008513078,0.0,0.0,0.0
1526876684528106854,981,1526876684519921422,world,-0.000120531229186,7.65981531003e-05,0.00051256059669,0.0,0.0,0.0
1526876684548639010,982,1526876684539839633,world,-0.000158816430485,-3.36767552653e-05,-0.000417028728407,0.0,0.0,0.0
1526876684567899303,983,1526876684560599136,world,0.000223589668167,-2.67806462944e-05,-0.000275600556051,0.0,0.0,0.0
1526876684588313225,984,1526876684580405758,world,-0.000179542577825,0.000171869207406,0.000252354366239,0.0,0.0,0.0
1526876684608703578,985,1526876684600053725,world,0.000275181955658,1.74887609319e-05,-7.70157203078e-05,0.0,0.0,0.0
1526876684627999600,986,1526876684620366029,world,-0.00035111233592,-4.6824607125e-07,0.00032126691076,0.0,0.0,0.0
1526876684648303294,987,1526876684640349034,world,3.155595914e-05,5.766375034e-05,-0.000303145498037,0.0,0.0,0.0
1526876684668753256,988,1526876684660287359,world,-0.000223881041165,-6.22604347882e-05,7.98756227596e-05,0.0,0.0,0.0
1526876684688152334,989,1526876684680136762,world,0.000110528228106,-7.83772411523e-05,0.000124406855321,0.0,0.0,0.0
1526876684708538839,990,1526876684700110611,world,0.000272099947324,-0.000105530496512,-7.22201366443e-05,0.0,0.0,0.0
1526876684728883487,991,1526876684719930099,world,-0.000197730711079,9.82917990768e-05,-9.47756634559e-05,0.0,0.0,0.0
1526876684748303239,992,1526876684739923873,world,0.00025128168636,0.000274774909485,-5.88035836699e-05,0.0,0.0,0.0
1526876684768689756,993,1526876684759869680,world,-2.29014112847e-05,7.74677973823e-05,0.000282811175566,0.0,0.0,0.0
