%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1526373857056397942,2845,1526373857056164198,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156393406807,0.000759157605454,-0.00127642866349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0247314792546,-0.000126576596203,9.76951504827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857066653696,2846,1526373857066388793,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249630026385,0.000490351577365,-0.000338761275211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00402001957584,0.0131240298506,9.78430441082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857079622480,2847,1526373857079481168,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018933054573,0.00154561248204,-0.00304064024776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00897754425067,-0.00961924076546,9.79816231191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857086079482,2848,1526373857085823039,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00123903166601,-0.000932924965466,-0.000740389406794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135690395068,-0.0159473088209,9.80480708778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857096086738,2849,1526373857095955057,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245318592244,0.00218045416994,-0.00102988444498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00550718121871,-0.0125820649078,9.79026330829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857106346872,2850,1526373857106130014,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000367368475705,-0.000666766461499,0.00088892916715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00758053136989,-0.0188805108774,9.79407510817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857116629945,2851,1526373857116269772,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102883849106,0.00119580510253,-0.00127512972227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0126996007946,-0.0147450413404,9.77309822202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857128664214,2852,1526373857128548784,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000936955012191,-4.27258391313e-05,-0.00133564654704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00896563968505,-0.00386429634586,9.77500850737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857139097039,2853,1526373857138907645,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124062072013,0.00113641400947,-0.000618825140615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0168153873703,-0.00736350659339,9.76999159634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857149677356,2854,1526373857149233528,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145565797444,0.00155235217814,-0.000689246961077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0141934456222,-0.0125226562831,9.79981707394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857170098336,2855,1526373857169841679,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148376810788,-9.45474201843e-05,-0.00126654583913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00579724137322,-0.0209836538485,9.80356689334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857175944229,2856,1526373857175806860,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00256033940524,-0.000106285687924,-0.00130435830535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0226704293839,-0.0106148925412,9.80527603447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857189225496,2857,1526373857188992045,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183335325389,0.0013187802069,-0.00133288780864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104034928547,-0.0154503263254,9.79694842994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857199059278,2858,1526373857198889568,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000838623055445,-0.00108602304852,-0.00152741352106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185685356555,-0.009153751579,9.79200460911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857209357124,2859,1526373857209158268,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103204007102,0.00111444566126,-0.000364165562862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00369996160618,-0.00606848594151,9.77968569517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857215297653,2860,1526373857215148047,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000262468293112,0.000794501381156,-0.000444248786904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0185094171076,-0.0127927142777,9.80639460683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857225492367,2861,1526373857225373227,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000621547143521,0.00157150067049,-0.00136899834847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243731637066,-0.00960913033574,9.82381346226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857235828820,2862,1526373857235465176,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000684544037054,0.00141163064211,0.000276502342575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0229129220964,-0.0108813142986,9.78091945767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857245905566,2863,1526373857245753244,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000332671667396,0.00136050484115,-0.00117246915347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0160877527739,-0.0170917322638,9.77419925272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857256060990,2864,1526373857255928000,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00215972858689,-0.000229042825632,-0.00129670275751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139458261392,-0.0149926903378,9.79117138088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857265913483,2865,1526373857265782235,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00290572617141,0.00073260954343,1.29081765345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00391825232771,-0.00630489275325,9.78464764237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857278928212,2866,1526373857278747829,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00268471396956,0.000436405335367,-0.000798731425037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00963706106879,-0.0185235840431,9.77850748122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857289329081,2867,1526373857288989875,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144382381242,0.000368344372101,0.000924382239088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00499885660945,-0.00900786925864,9.7741957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857301751848,2868,1526373857301633736,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000870037693261,0.000773639194067,-4.56006682128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0193899335526,0.000737150668647,9.77889222801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857306381190,2869,1526373857306171736,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00138754632919,2.10305892783e-05,-0.0034702333588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0109886244102,-0.00027892624792,9.79308225095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857316259474,2870,1526373857316147347,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3451393832e-05,0.000662032848706,-0.00049702050074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00936935566482,-0.0107205261465,9.81766219139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857329252372,2871,1526373857328784715,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00309925735962,0.00148176475535,-0.000860474760323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000349802431629,-0.00834246239858,9.78068907738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857339245333,2872,1526373857339084360,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205673551307,0.0014808313486,-0.000610325001407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00249491469964,-0.0058017312811,9.75960226357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857345760833,2873,1526373857345497672,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00293642976602,0.00194895902222,-0.00122930644669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025900387342,-0.00946761743864,9.77706965089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857356122281,2874,1526373857355918822,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100623081514,0.00156309987967,-0.00202304405457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00169588568577,-0.014643432264,9.80345404208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857369420651,2875,1526373857368975186,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00195114702752,0.000888501865034,-0.000507199582264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00766648030083,-0.0126405541948,9.8096854198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857376595134,2876,1526373857376212429,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000638889744767,-0.000243615749098,-0.00199226451826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0220177567773,-0.00881379137747,9.78885354459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857387443556,2877,1526373857386856220,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000406871197469,0.00017762382338,-0.000315265510487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018870379891,-0.0135298688721,9.78328758001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857409249561,2878,1526373857409062567,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018464652911,0.00140865136068,-0.00128127995991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800183182291,-0.0130814251187,9.7754078722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857415301090,2879,1526373857415169935,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00174373151138,0.000922007175331,0.00109427377645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00576321560307,-0.00814030291163,9.78221637011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857434000953,2880,1526373857433815833,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103592077007,0.000354331827533,-0.00038659196698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0205486803898,-0.0153525282175,9.78634450436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857436464610,2881,1526373857436306860,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00218331719815,0.00121984091159,-0.0026971860939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00726016048284,-0.0128682998184,9.76824795663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857448837473,2882,1526373857448614106,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00297408774809,4.70235764985e-06,0.00089229218825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010037195629,-0.00995353704784,9.77752456427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857459149750,2883,1526373857458776745,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160672929828,0.00122068784363,-0.000734896051878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213528438471,-0.00632802009,9.77576338291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857465303386,2884,1526373857465155256,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00163865511218,0.00248916174377,0.000516264927999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0210396546428,-0.00747355473228,9.79204144657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857476581247,2885,1526373857476093742,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000463935242987,0.00134984920594,0.00394838156613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0172245188768,-0.0122314249724,9.79754133761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857486484355,2886,1526373857486343046,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207964507026,-1.33183134914e-06,0.001496739835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0222863723827,-0.0063778030785,9.79213207841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857499001913,2887,1526373857498832312,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00222936621824,0.000922626607356,-0.000754938029564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0134411385166,-0.000643461386062,9.78734788656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857504929152,2888,1526373857504839308,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000360768146933,0.000413659755034,-0.00135456760438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0251343980944,-0.0143935528735,9.79183036208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857515282653,2889,1526373857515188381,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160814566306,0.000594870409724,0.000431030671872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0122819668427,0.000543067791077,9.80431241333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857525468758,2890,1526373857525342619,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00306499932921,0.00209228546269,0.0010824650367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00408339791175,0.00343978934601,9.79274662077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857535736954,2891,1526373857535560242,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00338810526787,0.00219348584419,-0.000898375911883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.65355830759e-05,-0.00794345045811,9.78604512691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857546196953,2892,1526373857545769014,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00117655999257,-0.000333653122881,-0.000135949375345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00493316908018,-0.00109529091431,9.80106194615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857564638921,2893,1526373857564423481,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00245294639398,-0.00321026202303,7.60683591557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00813202487596,-0.00325227673457,9.79130586684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857566364075,2894,1526373857566208831,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00916978794298,0.00949417240702,0.000972330712017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000294817673148,-0.0123771930893,9.80904398024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857575953820,2895,1526373857575823104,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000939262716697,-0.00119551876069,0.00152967369699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0308221423603,-0.00693086288462,9.7747190702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857586044146,2896,1526373857585902992,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00622327691589,-0.00408288654557,-0.00350452857984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180841909116,-0.0178141032241,9.80341778934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857596338493,2897,1526373857595876857,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596025126725,0.00451606322073,0.00621542527201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0090576511051,-0.0112167617516,9.80352303922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857606295573,2898,1526373857606123397,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195202883553,0.0170815526825,0.00441155755464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.133681739448,-0.0258606519713,9.67957142293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857616720147,2899,1526373857616564996,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137276217011,-0.0238578121122,-0.0094890572652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216558529576,0.0306610995345,9.71449684203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857628787632,2900,1526373857628644574,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287225647829,-0.00666979488379,-0.0285241655235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235482759811,0.1946060629,9.79629588068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857635096728,2901,1526373857634961895,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213120298471,0.0203371526824,-0.035362551508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159311721046,-0.020989827686,9.73418149352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857645107205,2902,1526373857644949517,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282885132177,0.00898269359432,-0.0121800296633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.136962100519,0.020679278865,9.68504558623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857659350389,2903,1526373857659199835,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00653448705492,0.0113407500502,0.0312170874388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.174811319299,0.0835936222225,9.92949837685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857665816957,2904,1526373857665478816,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00237460394493,-0.0223436926804,0.0221530457164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153347615898,-0.0046467851341,9.97970023155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857676395452,2905,1526373857676233009,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431791181214,0.00958015609983,-0.00447735635891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00778411211853,-0.0477244990692,9.83390458703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857699307403,2906,1526373857698973170,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316957802417,0.0221496064935,-0.00900436818859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.107706086906,0.00726301556861,9.7680029583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857701653798,2907,1526373857701474151,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00749637402727,0.00842440244338,0.00835711185278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138925796533,0.017912733875,9.4521837312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857705907333,2908,1526373857705714588,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333281169782,-0.0242336964941,0.0038084907075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139970831014,0.0250118463929,9.8032458812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857725956640,2909,1526373857725661923,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325066628594,0.0404257075994,0.00637421469156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0508375521144,-0.0428725526109,9.81427899241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526373857736254034,2910,1526373857735990995,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350273885236,-0.00471312881902,0.00593047535775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0320274750609,0.0264532992546,9.71587035298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
