%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1526878580159424130,221,1526878580154593679,world,0.000321698113112,0.00145233795047,-0.00133155635558,0.0,0.0,0.0
1526878580178811502,222,1526878580174373444,world,-0.000386203581002,-0.00036025303416,9.40065365285e-05,0.0,0.0,0.0
1526878580199243868,223,1526878580195156452,world,0.00278031500056,-0.00345933064818,0.00234796106815,0.0,0.0,0.0
1526878580219681338,224,1526878580215049168,world,0.00232918234542,-0.00194613833446,0.000376284879167,0.0,0.0,0.0
1526878580239100154,225,1526878580234921331,world,-0.00314411218278,0.00433833664283,-0.00146034732461,0.0,0.0,0.0
1526878580259434641,226,1526878580254795242,world,0.00169949757401,-0.00300908298232,0.00178920826875,0.0,0.0,0.0
1526878580278835128,227,1526878580274758113,world,0.00137438520323,-0.000694576476235,9.30762616917e-05,0.0,0.0,0.0
1526878580299309953,228,1526878580294556104,world,-0.00274687353522,0.00145705149043,-0.000292684999295,0.0,0.0,0.0
1526878580319629248,229,1526878580314457481,world,-0.00139108730946,0.00235385098495,-0.00247318646871,0.0,0.0,0.0
1526878580339009606,230,1526878580335447901,world,-0.000484029966174,-0.00133824825753,-0.000286218477413,0.0,0.0,0.0
1526878580359364706,231,1526878580355253819,world,-0.000696027826052,0.000772000697907,0.0011071653571,0.0,0.0,0.0
1526878580378723348,232,1526878580375165221,world,-0.000155894522322,-0.000865874346346,0.00016721355496,0.0,0.0,0.0
1526878580399193725,233,1526878580395056153,world,0.00051317200996,0.000503001792822,-0.00201673223637,0.0,0.0,0.0
1526878580419896463,234,1526878580414820713,world,-7.91981583461e-05,-0.000755851622671,0.0012939987937,0.0,0.0,0.0
1526878580439220077,235,1526878580434746886,world,-0.000613415846601,0.00177465425804,-0.00158871896565,0.0,0.0,0.0
1526878580459420094,236,1526878580454695629,world,0.000264377507847,-0.00104523764458,0.000680729863234,0.0,0.0,0.0
1526878580478752788,237,1526878580474458682,world,-0.000185516371857,0.000305573630612,0.00103486294392,0.0,0.0,0.0
1526878580498987445,238,1526878580495300169,world,-0.000107445579488,0.000569908763282,-0.00245465454645,0.0,0.0,0.0
1526878580519474713,239,1526878580515181051,world,0.00372028164566,-0.00212133908644,0.00160079903435,0.0,0.0,0.0
1526878580538872897,240,1526878580534984367,world,-0.0019944102969,0.00206406204961,-0.000993484631181,0.0,0.0,0.0
1526878580559170006,241,1526878580554835367,world,0.00167667039204,-0.00294642476365,0.00215488765389,0.0,0.0,0.0
