%time,field.x,field.y,field.z
1527141270193191865,0.0275767991156,0.0192332131054,0.718251912763
1527141270201601332,0.0278649515321,0.0208795595446,0.7182509453
1527141270212467121,0.0296885154872,0.0197330460525,0.71829139509
1527141270222790584,0.0277654114253,0.0205695221001,0.71825613668
1527141270233872567,0.0299564923462,0.0206368625209,0.718305163137
1527141270240342996,0.028625009114,0.0205981637416,0.718279797859
1527141270253521782,0.0262406107919,0.021671825033,0.718261498389
1527141270260730261,0.0274833166335,0.0208912476941,0.718297900227
1527141270281460127,0.0260903722051,0.0169880563079,0.71834436586
1527141270296859259,0.0272647124978,0.0198231335233,0.718371676123
1527141270301366270,0.0278419816426,0.0205592844256,0.718389841525
1527141270311952558,0.0279206862664,0.0184568146075,0.718428529478
1527141270320282461,0.0278589924479,0.020139099863,0.718447839209
1527141270329931655,0.0277241400908,0.0220706589675,0.718469133393
1527141270341609818,0.0279496360033,0.0197398735143,0.718490236571
1527141270350176077,0.0281249417123,0.0214256002759,0.718523895727
1527141270363605188,0.02591960044,0.0198843665912,0.718511529219
1527141270372367211,0.027563333791,0.0204767281565,0.71853825059
1527141270380794544,0.0291452022286,0.0210251876329,0.718591985483
1527141270393492411,0.0267240905139,0.0201897210242,0.71853263422
1527141270399958234,0.0279139162756,0.0206600834148,0.718566188752
1527141270412920507,0.0303270244334,0.0215326920772,0.718620816187
1527141270425979443,0.0277656541723,0.0209250710383,0.718584921604
1527141270429678550,0.0285015468831,0.0208133931368,0.718609538788
1527141270441388836,0.0289552573228,0.0230115528237,0.718623063194
1527141270453268681,0.0284440428527,0.0205920419615,0.718615930324
1527141270460523349,0.029320009223,0.0217298373143,0.71863642691
1527141270473298503,0.0273152986467,0.0202221951052,0.718611373861
1527141270479832786,0.0281876861982,0.0212024633641,0.718631396842
1527141270492081789,0.0266901961586,0.0192647743922,0.718618106573
1527141270500625620,0.0276456924963,0.0206133759155,0.718657763799
1527141270513258320,0.0291235007158,0.022647883461,0.718720487268
1527141270519899904,0.0284078443271,0.0215602223491,0.718700026259
1527141270530345050,0.0272693685201,0.0198295884397,0.718690842868
1527141270540919277,0.028431238374,0.0216066553475,0.718718014372
1527141270560571008,0.0277644200335,0.0177462586499,0.718711702453
1527141270565659907,0.0278802670526,0.0187555486907,0.718709449101
1527141270570216214,0.0278375266602,0.0196594022504,0.71870519031
1527141270581118930,0.0288515448896,0.0215596883167,0.718741329247
1527141270589556665,0.0274772442221,0.0205439352917,0.718706082321
1527141270600418763,0.0292554658037,0.0218343112644,0.718746516976
1527141270613180275,0.027211520763,0.0202674853981,0.718720895761
1527141270619797865,0.0283586250157,0.0195987717948,0.718752515423
1527141270630345136,0.0263564141786,0.0202528008491,0.718727567875
1527141270641191963,0.0284866641664,0.0197113426722,0.718773333918
1527141270652145268,0.0266352134843,0.020811664856,0.71872759568
1527141270661295550,0.028283005386,0.0199434084022,0.718763393414
1527141270669883738,0.0298049989325,0.0207067585671,0.718797096855
1527141270685256719,0.0271374259665,0.0191176234863,0.718731592759
1527141270689841453,0.0279905519497,0.0194639648778,0.718754451998
1527141270700680486,0.0301113326824,0.0199368393209,0.718822582963
1527141270710559111,0.0281421495414,0.0201403297224,0.718786026688
1527141270720334944,0.029908197221,0.0209057616065,0.718834853169
1527141270733322754,0.0274500935755,0.0200188633934,0.718816751509
1527141270740025963,0.0281323623326,0.0211311944396,0.718832732168
1527141270750326860,0.0260686145233,0.0205734562179,0.718838693507
1527141270761662013,0.0283185638409,0.0208765287464,0.718913735731
1527141270769429926,0.0269708883081,0.0200277334801,0.718897615114
1527141270781289149,0.0284177255761,0.0218763057816,0.718932335396
1527141270789866784,0.027414358107,0.0204474758463,0.718913390928
1527141270809454655,0.0310758240757,0.0215556618423,0.719016939029
1527141270811036620,0.0307356871448,0.0214551365989,0.719008359903
1527141270820696126,0.0288706636832,0.0209583831593,0.718982558261
1527141270833404824,0.026347945715,0.0204923121401,0.718961304153
1527141270839744342,0.0276036925769,0.0207127434282,0.718995867969
1527141270849802270,0.0291475750517,0.0194205112838,0.719051143839
1527141270861170988,0.0281182955174,0.0214451880737,0.719021710722
1527141270869796854,0.0290815897638,0.0200146402948,0.719054114988
1527141270880647024,0.0273246251441,0.0212284865496,0.719032163155
1527141270893497682,0.0295003903816,0.0198670042229,0.719094613639
1527141270899849137,0.0286753980291,0.0208597043714,0.719086669872
1527141270910267691,0.0278022270997,0.0189519429166,0.719072809534
1527141270921153718,0.0281623324138,0.0210812230865,0.719084273414
1527141270938152941,0.0290527137394,0.0177604634154,0.719106211854
1527141270940734388,0.0288568809778,0.0182464788367,0.719100765782
1527141270953366934,0.0281120550922,0.0206650235973,0.719076027665
1527141270960646740,0.0267643729693,0.0201676074464,0.719058376919
1527141270973283788,0.0292112292239,0.0208748641002,0.719125225307
1527141270979929388,0.0278886527934,0.0210836525931,0.719113843069
1527141270990280956,0.0284616176184,0.0191032631919,0.719129086136
1527141271001181077,0.027539758436,0.0210631098813,0.719137319068
1527141271009384318,0.0287081366198,0.0198761918684,0.719163434455
1527141271022226701,0.0276505443864,0.0222452815939,0.719187027118
1527141271033100707,0.0286512786746,0.0203772734735,0.71921146951
1527141271039826019,0.0281112000566,0.0215724361734,0.719208981718
1527141271049665975,0.0280156319793,0.019500015495,0.719199327151
1527141271071065024,0.027489859686,0.0236790787075,0.719150042747
1527141271074583071,0.0275757413969,0.0229328671204,0.719157078609
1527141271081186428,0.027920993424,0.0216464230868,0.719174018197
1527141271089376395,0.0267639665449,0.0204059259888,0.719161053412
1527141271100177743,0.0285835123736,0.0215177934154,0.719203209108
1527141271112682121,0.0270489395844,0.0195649910793,0.719175576581
1527141271119200879,0.0279604135845,0.0204623405672,0.719209709292
1527141271129293439,0.0265659622724,0.0189608185913,0.719196276282
1527141271140044419,0.0278638352327,0.0205913933151,0.71922470622
1527141271150634635,0.0262648387307,0.0219658856967,0.719194840305
1527141271159087024,0.0276861216261,0.0209474258523,0.719247053082
1527141271169215085,0.0261109682625,0.0222270417086,0.719238000861
1527141271182063179,0.0277468292547,0.020298229064,0.719304594895
1527141271199090092,0.0270364878881,0.0235728461339,0.719311237238
1527141271201175142,0.0271304316861,0.0230830805752,0.719311710773
1527141271209754910,0.0277054400246,0.0214578909929,0.71934476331
1527141271220596619,0.0287877571451,0.0195894734729,0.719381955565
1527141271229269174,0.0277025338665,0.020936956034,0.719372070969
1527141271241822517,0.0296142048077,0.0192871015447,0.71940134319
1527141271252886393,0.0279675309886,0.0207227175951,0.719395092995
1527141271260065442,0.0269310420861,0.0217206561468,0.719382872796
1527141271270139858,0.0286615668098,0.0207455394019,0.719444641327
1527141271279712526,0.0272186546925,0.022012544635,0.719436877007
1527141271292495810,0.0291789251587,0.0203287259226,0.719496227571
1527141271299146907,0.0280240166998,0.020955111655,0.719488757427
1527141271311441782,0.0292223757834,0.0229704131971,0.719531728931
1527141271329517134,0.026849769267,0.0201854181767,0.719467501749
1527141271331028159,0.027113902367,0.0204112012551,0.719477004836
1527141271340993504,0.0288383143586,0.0213531949406,0.719515935233
1527141271349452054,0.0272325956762,0.0207566557924,0.71949375247
1527141271360814174,0.0292034757206,0.0196119307817,0.71952492284
1527141271369520983,0.027859055016,0.0207159161444,0.719519367472
1527141271380071607,0.0277575838612,0.0228397349043,0.719543448228
1527141271390214371,0.0278397563488,0.020786555335,0.719559733888
1527141271399067261,0.0277933815976,0.0225006875762,0.71957944418
