%time,field.x,field.y,field.z
1527048183817613735,0.0258887728943,0.0244168418018,0.745438605801
1527048183828275446,0.0259603697995,0.0265056149952,0.745425807893
1527048183836982440,0.025647177921,0.0248633148551,0.745406944311
1527048183847490373,0.023679744468,0.0256952441371,0.745353965304
1527048183857772150,0.0256155948808,0.024972110586,0.745378607229
1527048183868330482,0.0242310514043,0.0265412311561,0.745361912546
1527048183876821876,0.0252798102415,0.025244834921,0.745378260516
1527048183887686634,0.0271148198376,0.024066902228,0.745420206142
1527048183898937813,0.0250592292404,0.0249980361294,0.745354643783
1527048183909675089,0.0269066358336,0.0238804609543,0.745408941155
1527048183918210493,0.0252690782946,0.024452920582,0.745367421543
1527048183927020524,0.0266658782141,0.0234730849719,0.745380634528
1527048183941012634,0.0247415075553,0.0254916482302,0.745316100002
1527048183947766826,0.0260501933404,0.0248045280964,0.745331522322
1527048183958001690,0.0265457604172,0.0228090307125,0.745307630281
1527048183966571288,0.025935604087,0.0244225705285,0.745281853693
1527048183977046352,0.0251714351104,0.0263726247385,0.745271207878
1527048183987470264,0.0260829859403,0.0244563216193,0.745302084641
1527048183998817559,0.0241928407282,0.0255307979869,0.745228260827
1527048184009667102,0.0261513793777,0.0247473790485,0.745263836169
1527048184017823527,0.0250578740283,0.0234358545529,0.745226727208
1527048184026398016,0.0261149226637,0.0247627178476,0.745240770797
1527048184036894764,0.0241917571531,0.0238990768764,0.745179893321
1527048184047566903,0.0262179056468,0.0244235543346,0.745237745711
1527048184058048342,0.0242771303681,0.0236971744184,0.745166078321
1527048184073277120,0.0272644245704,0.0241843589243,0.745249166872
1527048184077588951,0.0263840248906,0.0240581959345,0.74522195986
1527048184088333603,0.0243255851352,0.0245607880802,0.745157394158
1527048184097442423,0.0260499097113,0.0239554035035,0.745187183398
1527048184108116670,0.0252840017873,0.0259494375943,0.745164854853
1527048184116543652,0.0258999156488,0.024366198451,0.74517778405
1527048184127397139,0.0238402402334,0.0237854188444,0.745125827841
1527048184137753034,0.0258444981677,0.0242773759217,0.745193173937
1527048184148437955,0.0248290481151,0.0261649379285,0.745187615152
1527048184156845005,0.0254248348991,0.0246019307863,0.745191785757
1527048184167547943,0.0257243354907,0.022494757834,0.745195629465
1527048184177637372,0.0257270648701,0.0245521573058,0.745171411908
1527048184196490101,0.024092673552,0.0211330303745,0.745109161968
1527048184201138169,0.0244485826167,0.0219660362731,0.745116050901
1527048184206702367,0.0247721485714,0.0230515213207,0.745128060357
1527048184216878861,0.0256402670827,0.0249062349102,0.745157568888
1527048184227607945,0.0258463620821,0.0227887974134,0.745148542042
1527048184238067947,0.0253091720188,0.0248396893402,0.745133099774
1527048184246872679,0.0267666559984,0.0239325373968,0.745175910353
1527048184259355229,0.0246962491165,0.0254041409006,0.745136411277
1527048184266188108,0.0256215279488,0.0243629357133,0.745157327315
1527048184276631128,0.026661116207,0.0225606711156,0.745167556483
1527048184289149963,0.025171771704,0.0245760928753,0.745142046961
1527048184298178656,0.0264007629281,0.023262839,0.745159795231
1527048184306747537,0.0255398955321,0.0247460355677,0.745146091369
1527048184317102227,0.0269085813101,0.0231947353277,0.745175775706
1527048184334345708,0.0246157141079,0.0257884929004,0.745115385132
1527048184336942932,0.0250461073594,0.0255039581509,0.745125641496
1527048184347405569,0.0266161872057,0.0241212670342,0.745139827523
1527048184357785832,0.0248580914098,0.0252793989277,0.745071872661
1527048184366494552,0.0264520908073,0.0247145215013,0.74510156059
1527048184376768571,0.0264130744937,0.0267906251648,0.745120219191
1527048184387385006,0.0264428905517,0.0246633549562,0.745106688542
1527048184398374960,0.026250279346,0.0268678427515,0.745098971154
1527048184409081121,0.0261481839276,0.024727627382,0.745094289432
1527048184417552841,0.024454539868,0.0246124716968,0.745050165021
1527048184426022106,0.0261561433221,0.0246969973102,0.745098808004
1527048184436378704,0.0252497710391,0.0228679667558,0.745086138244
1527048184446893723,0.0261875079324,0.0247665280065,0.7451061551
1527048184465791354,0.0235955467837,0.0219464316976,0.745019599823
1527048184468182029,0.0239383031085,0.022322481522,0.745023833931
1527048184476783150,0.0251807604544,0.0235171877074,0.745041067005
1527048184487687468,0.0269504836121,0.024790973951,0.745069451962
1527048184496787807,0.0252768287571,0.0240939844694,0.745026041126
1527048184507377736,0.0272305021381,0.0249402828467,0.745060027188
1527048184517769637,0.0254966125424,0.0237909362279,0.74502658532
1527048184526618881,0.0266878711223,0.0250104984119,0.745026477716
1527048184536717345,0.0250311226133,0.0238179024461,0.744982930243
1527048184547221253,0.0267234091252,0.0250412314666,0.745021330863
1527048184557895231,0.0261436519363,0.0229976638702,0.744993458085
1527048184566689075,0.026485639587,0.0247583081393,0.74500892106
1527048184578941512,0.024743694643,0.0231196369477,0.744976127703
1527048184596189371,0.0274581915988,0.0252586450614,0.745056255262
1527048184600380914,0.0267168958669,0.0248047223414,0.745027443523
1527048184606060727,0.0261897820498,0.0237945440522,0.745024925029
1527048184616295200,0.0261085650695,0.0258458340136,0.745031747853
1527048184627008471,0.0266421535474,0.0238355278581,0.745020386132
1527048184638927581,0.0250852661383,0.0257313372981,0.744965748253
1527048184647751305,0.0261851218078,0.0243582987736,0.744981500206
1527048184656144805,0.0248304021958,0.0253604328343,0.744945700677
1527048184666688402,0.0266430494983,0.0243003293081,0.744999002438
1527048184676940484,0.0249405002463,0.0255100585283,0.744953984909
1527048184687681450,0.0261456921837,0.023783614022,0.744959000445
1527048184708939225,0.026272298447,0.0280402445839,0.744934352897
1527048184717239678,0.0262107798815,0.0263818756039,0.744930866978
1527048184730479786,0.0265810594234,0.0237974401095,0.744922636822
1527048184736604537,0.0263906380409,0.0250828395126,0.744930325624
1527048184747423642,0.0245437586389,0.0240495305093,0.744881733989
1527048184757712855,0.0263380962247,0.0250575198634,0.744912238013
1527048184766508363,0.0258928461855,0.0233668569188,0.744908589469
1527048184776716908,0.0259987882372,0.0254091324035,0.744896900214
1527048184787181946,0.0257923339951,0.0233061365571,0.744900710337
1527048184798161525,0.0262922114765,0.0254367566326,0.744933531121
1527048184806944784,0.0260576064005,0.0236955574793,0.744925106573
1527048184817159949,0.026311788231,0.0257372278543,0.74494027924
1527048184825942054,0.0252440600347,0.0243312864532,0.744900615034
1527048184836573657,0.0269959808201,0.0255381823466,0.744930846198
1527048184857475959,0.024084739988,0.0226059070393,0.744877113569
1527048184859988723,0.0244352172722,0.0230039931361,0.744890004003
1527048184866796415,0.0253262753571,0.0240253827275,0.744916470213
1527048184877376719,0.02629319165,0.0258991679352,0.744938230356
1527048184886110347,0.025614824568,0.0242697431634,0.744908887231
1527048184897349956,0.0278633350028,0.0240354535957,0.744948085051
1527048184906038859,0.0261969443819,0.024553900936,0.744905174823
1527048184916446180,0.0257952619058,0.0225344381034,0.744915881908
1527048184927233410,0.0262602499783,0.0246055657961,0.744912906136
1527048184937688804,0.0281999179576,0.0239830971693,0.74494635061
1527048184945850832,0.0266597358146,0.0247138425267,0.744915537597
1527048184955533022,0.0253081289778,0.026178170447,0.744877788045
1527048184966067484,0.0261604978596,0.0242666423612,0.744885719494
1527048184978070630,0.0274122673924,0.0263151841205,0.744900529173
1527048184991541907,0.0260350907869,0.0240911696561,0.744876489515
1527048184998768614,0.0267679664278,0.0252945112392,0.744892796611
1527048185007457128,0.0258776836541,0.0237869960206,0.744849836907
1527048185015996311,0.0265530008275,0.0253383650343,0.744873512161
1527048185028553735,0.0262550634148,0.0228327754494,0.744862850177
1527048185036730524,0.0257318301587,0.0244183913577,0.744830220301
1527048185045531296,0.0248493007117,0.0259453295852,0.74480605427
1527048185056106437,0.0256225173042,0.0240086179116,0.74482304341
1527048185066735130,0.0259060855359,0.0261287725072,0.74483803731
1527048185077415390,0.0255939847461,0.0240334393862,0.74483856363
1527048185085841389,0.0259217691861,0.0257408340319,0.744853819333
1527048185096906616,0.0259241033058,0.0235923402193,0.744839963549
1527048185105622529,0.0259537738965,0.02535143982,0.744819156824
1527048185120572280,0.0248034635649,0.022578594166,0.744788262745
1527048185127473190,0.0253230703511,0.0238448348321,0.744806039956
1527048185135852526,0.025754489442,0.0254519774156,0.744814567299
1527048185148489135,0.0255147756335,0.0229498069977,0.744819027608
1527048185156737868,0.0258673699368,0.0245658075861,0.744824860559
1527048185168036145,0.0238147472512,0.0242383755208,0.74479345492
1527048185176073365,0.0254370367541,0.0246864692191,0.744840458236
1527048185186358760,0.027439881794,0.0240266134585,0.744875619905
1527048185197318290,0.0255470469762,0.025199349872,0.744826163579
1527048185206212989,0.0259502809856,0.0234555914292,0.744833742434
1527048185216624743,0.0256347886533,0.0254973423922,0.744801623567
1527048185227118839,0.0266600642821,0.0236850692272,0.744823684324
1527048185237364276,0.0250931224285,0.0250178055867,0.744782666856
1527048185252712468,0.0274246634338,0.0229691933301,0.744834324643
1527048185257276515,0.0267022311481,0.0235099714273,0.744816182671
1527048185265928400,0.0257072207398,0.0249283796131,0.744798921039
1527048185276519985,0.0277670635834,0.0251709325194,0.744858373629
1527048185286971125,0.0256129761181,0.0249155133375,0.744766746863
1527048185296407706,0.0273615514821,0.0254691106853,0.744818223391
1527048185307270120,0.025421613543,0.0244521674041,0.744778716005
1527048185315739747,0.0268732195767,0.0254099956085,0.744821950443
1527048185326746373,0.0250487599528,0.0241762595809,0.74474987688
1527048185337063395,0.0266446462919,0.0255186035023,0.744753579134
1527048185345781882,0.0251442166276,0.0246218950078,0.744713546692
1527048185356072339,0.0271730022957,0.024968955797,0.744750681624
1527048185366460678,0.0252921162518,0.0240390255483,0.74469119374
1527048185379317013,0.0231066207504,0.0227158452837,0.744649941776
